dimdateid,datetype,fulldate,yearnum,yearbegindate,yearenddate,daynumofweek,daynumofmonth,daynumofquarter,daynumofyear,dayofweekname,dayofweekabbreviation,juliandaynumofyear,isweekday,isfederalusholiday,holidaydescription,islastdayofweek,islastdayofmonth,islastdayofquarter,islastdayofyear,weekofyearbegindate,weekofyearenddate,weekofmonthbegindate,weekofmonthenddate,weekofquarterbegindate,weekofquarterenddate,weeknumofmonth,weeknumofquarter,weeknumofyear,monthname,monthnameabbreviation,monthbegindate,monthenddate,monthnumofyear,monthformatyyyymm,quarternumofyear,quarterbegindate,quarterenddate,quarterformatyyyyqq,quarterformatqq,fiscalmonthofyear,fiscalquarter,fiscalyear,fiscalyearmonthyyyymm,fiscalyearquarteryyyyqq
20120122,Normal,1/22/2012,2012,1/1/2012,12/31/2012,1,22,22,22,Sunday,Sun,2012022,N,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120123,Normal,1/23/2012,2012,1/1/2012,12/31/2012,2,23,23,23,Monday,Mon,2012023,Y,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120124,Normal,1/24/2012,2012,1/1/2012,12/31/2012,3,24,24,24,Tuesday,Tue,2012024,Y,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120125,Normal,1/25/2012,2012,1/1/2012,12/31/2012,4,25,25,25,Wednesday,Wed,2012025,Y,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120126,Normal,1/26/2012,2012,1/1/2012,12/31/2012,5,26,26,26,Thursday,Thu,2012026,Y,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120127,Normal,1/27/2012,2012,1/1/2012,12/31/2012,6,27,27,27,Friday,Fri,2012027,Y,N,Not a Holiday,N,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120128,Normal,1/28/2012,2012,1/1/2012,12/31/2012,7,28,28,28,Saturday,Sat,2012028,N,N,Not a Holiday,Y,N,N,N,1/22/2012,1/28/2012,1/22/2012,1/28/2012,1/22/2012,1/28/2012,4,4,4,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120129,Normal,1/29/2012,2012,1/1/2012,12/31/2012,1,29,29,29,Sunday,Sun,2012029,N,N,Not a Holiday,N,N,N,N,1/29/2012,2/4/2012,1/29/2012,1/31/2012,1/29/2012,2/4/2012,5,5,5,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120130,Normal,1/30/2012,2012,1/1/2012,12/31/2012,2,30,30,30,Monday,Mon,2012030,Y,N,Not a Holiday,N,N,N,N,1/29/2012,2/4/2012,1/29/2012,1/31/2012,1/29/2012,2/4/2012,5,5,5,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120131,Normal,1/31/2012,2012,1/1/2012,12/31/2012,3,31,31,31,Tuesday,Tue,2012031,Y,N,Not a Holiday,N,Y,N,N,1/29/2012,2/4/2012,1/29/2012,1/31/2012,1/29/2012,2/4/2012,5,5,5,January,Jan,1/1/2012,1/31/2012,1,2012/01,1,1/1/2012,3/31/2012,2012Q1,Q1,4,2,2012,201204,2012Q2
20120201,Normal,2/1/2012,2012,1/1/2012,12/31/2012,4,1,32,32,Wednesday,Wed,2012032,Y,N,Not a Holiday,N,N,N,N,1/29/2012,2/4/2012,2/1/2012,2/4/2012,1/29/2012,2/4/2012,1,5,5,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120202,Normal,2/2/2012,2012,1/1/2012,12/31/2012,5,2,33,33,Thursday,Thu,2012033,Y,N,Not a Holiday,N,N,N,N,1/29/2012,2/4/2012,2/1/2012,2/4/2012,1/29/2012,2/4/2012,1,5,5,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120203,Normal,2/3/2012,2012,1/1/2012,12/31/2012,6,3,34,34,Friday,Fri,2012034,Y,N,Not a Holiday,N,N,N,N,1/29/2012,2/4/2012,2/1/2012,2/4/2012,1/29/2012,2/4/2012,1,5,5,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120204,Normal,2/4/2012,2012,1/1/2012,12/31/2012,7,4,35,35,Saturday,Sat,2012035,N,N,Not a Holiday,Y,N,N,N,1/29/2012,2/4/2012,2/1/2012,2/4/2012,1/29/2012,2/4/2012,1,5,5,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120205,Normal,2/5/2012,2012,1/1/2012,12/31/2012,1,5,36,36,Sunday,Sun,2012036,N,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120206,Normal,2/6/2012,2012,1/1/2012,12/31/2012,2,6,37,37,Monday,Mon,2012037,Y,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120207,Normal,2/7/2012,2012,1/1/2012,12/31/2012,3,7,38,38,Tuesday,Tue,2012038,Y,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120208,Normal,2/8/2012,2012,1/1/2012,12/31/2012,4,8,39,39,Wednesday,Wed,2012039,Y,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120209,Normal,2/9/2012,2012,1/1/2012,12/31/2012,5,9,40,40,Thursday,Thu,2012040,Y,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120210,Normal,2/10/2012,2012,1/1/2012,12/31/2012,6,10,41,41,Friday,Fri,2012041,Y,N,Not a Holiday,N,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120211,Normal,2/11/2012,2012,1/1/2012,12/31/2012,7,11,42,42,Saturday,Sat,2012042,N,N,Not a Holiday,Y,N,N,N,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2/5/2012,2/11/2012,2,6,6,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120212,Normal,2/12/2012,2012,1/1/2012,12/31/2012,1,12,43,43,Sunday,Sun,2012043,N,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120213,Normal,2/13/2012,2012,1/1/2012,12/31/2012,2,13,44,44,Monday,Mon,2012044,Y,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120214,Normal,2/14/2012,2012,1/1/2012,12/31/2012,3,14,45,45,Tuesday,Tue,2012045,Y,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120215,Normal,2/15/2012,2012,1/1/2012,12/31/2012,4,15,46,46,Wednesday,Wed,2012046,Y,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120216,Normal,2/16/2012,2012,1/1/2012,12/31/2012,5,16,47,47,Thursday,Thu,2012047,Y,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120217,Normal,2/17/2012,2012,1/1/2012,12/31/2012,6,17,48,48,Friday,Fri,2012048,Y,N,Not a Holiday,N,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120218,Normal,2/18/2012,2012,1/1/2012,12/31/2012,7,18,49,49,Saturday,Sat,2012049,N,N,Not a Holiday,Y,N,N,N,2/12/2012,2/18/2012,2/12/2012,2/18/2012,2/12/2012,2/18/2012,3,7,7,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120219,Normal,2/19/2012,2012,1/1/2012,12/31/2012,1,19,50,50,Sunday,Sun,2012050,N,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120220,Normal,2/20/2012,2012,1/1/2012,12/31/2012,2,20,51,51,Monday,Mon,2012051,Y,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120221,Normal,2/21/2012,2012,1/1/2012,12/31/2012,3,21,52,52,Tuesday,Tue,2012052,Y,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120222,Normal,2/22/2012,2012,1/1/2012,12/31/2012,4,22,53,53,Wednesday,Wed,2012053,Y,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120223,Normal,2/23/2012,2012,1/1/2012,12/31/2012,5,23,54,54,Thursday,Thu,2012054,Y,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120224,Normal,2/24/2012,2012,1/1/2012,12/31/2012,6,24,55,55,Friday,Fri,2012055,Y,N,Not a Holiday,N,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120225,Normal,2/25/2012,2012,1/1/2012,12/31/2012,7,25,56,56,Saturday,Sat,2012056,N,N,Not a Holiday,Y,N,N,N,2/19/2012,2/25/2012,2/19/2012,2/25/2012,2/19/2012,2/25/2012,4,8,8,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120226,Normal,2/26/2012,2012,1/1/2012,12/31/2012,1,26,57,57,Sunday,Sun,2012057,N,N,Not a Holiday,N,N,N,N,2/26/2012,3/3/2012,2/26/2012,2/29/2012,2/26/2012,3/3/2012,5,9,9,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120227,Normal,2/27/2012,2012,1/1/2012,12/31/2012,2,27,58,58,Monday,Mon,2012058,Y,N,Not a Holiday,N,N,N,N,2/26/2012,3/3/2012,2/26/2012,2/29/2012,2/26/2012,3/3/2012,5,9,9,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120228,Normal,2/28/2012,2012,1/1/2012,12/31/2012,3,28,59,59,Tuesday,Tue,2012059,Y,N,Not a Holiday,N,N,N,N,2/26/2012,3/3/2012,2/26/2012,2/29/2012,2/26/2012,3/3/2012,5,9,9,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120229,Normal,2/29/2012,2012,1/1/2012,12/31/2012,4,29,60,60,Wednesday,Wed,2012060,Y,N,Not a Holiday,N,Y,N,N,2/26/2012,3/3/2012,2/26/2012,2/29/2012,2/26/2012,3/3/2012,5,9,9,February,Feb,2/1/2012,2/29/2012,2,2012/02,1,1/1/2012,3/31/2012,2012Q1,Q1,5,2,2012,201205,2012Q2
20120301,Normal,3/1/2012,2012,1/1/2012,12/31/2012,5,1,61,61,Thursday,Thu,2012061,Y,N,Not a Holiday,N,N,N,N,2/26/2012,3/3/2012,3/1/2012,3/3/2012,2/26/2012,3/3/2012,1,9,9,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120302,Normal,3/2/2012,2012,1/1/2012,12/31/2012,6,2,62,62,Friday,Fri,2012062,Y,N,Not a Holiday,N,N,N,N,2/26/2012,3/3/2012,3/1/2012,3/3/2012,2/26/2012,3/3/2012,1,9,9,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120303,Normal,3/3/2012,2012,1/1/2012,12/31/2012,7,3,63,63,Saturday,Sat,2012063,N,N,Not a Holiday,Y,N,N,N,2/26/2012,3/3/2012,3/1/2012,3/3/2012,2/26/2012,3/3/2012,1,9,9,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120304,Normal,3/4/2012,2012,1/1/2012,12/31/2012,1,4,64,64,Sunday,Sun,2012064,N,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120305,Normal,3/5/2012,2012,1/1/2012,12/31/2012,2,5,65,65,Monday,Mon,2012065,Y,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120306,Normal,3/6/2012,2012,1/1/2012,12/31/2012,3,6,66,66,Tuesday,Tue,2012066,Y,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120307,Normal,3/7/2012,2012,1/1/2012,12/31/2012,4,7,67,67,Wednesday,Wed,2012067,Y,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120308,Normal,3/8/2012,2012,1/1/2012,12/31/2012,5,8,68,68,Thursday,Thu,2012068,Y,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120309,Normal,3/9/2012,2012,1/1/2012,12/31/2012,6,9,69,69,Friday,Fri,2012069,Y,N,Not a Holiday,N,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120310,Normal,3/10/2012,2012,1/1/2012,12/31/2012,7,10,70,70,Saturday,Sat,2012070,N,N,Not a Holiday,Y,N,N,N,3/4/2012,3/10/2012,3/4/2012,3/10/2012,3/4/2012,3/10/2012,2,10,10,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120311,Normal,3/11/2012,2012,1/1/2012,12/31/2012,1,11,71,71,Sunday,Sun,2012071,N,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120312,Normal,3/12/2012,2012,1/1/2012,12/31/2012,2,12,72,72,Monday,Mon,2012072,Y,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120313,Normal,3/13/2012,2012,1/1/2012,12/31/2012,3,13,73,73,Tuesday,Tue,2012073,Y,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120314,Normal,3/14/2012,2012,1/1/2012,12/31/2012,4,14,74,74,Wednesday,Wed,2012074,Y,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120315,Normal,3/15/2012,2012,1/1/2012,12/31/2012,5,15,75,75,Thursday,Thu,2012075,Y,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120316,Normal,3/16/2012,2012,1/1/2012,12/31/2012,6,16,76,76,Friday,Fri,2012076,Y,N,Not a Holiday,N,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120317,Normal,3/17/2012,2012,1/1/2012,12/31/2012,7,17,77,77,Saturday,Sat,2012077,N,N,Not a Holiday,Y,N,N,N,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3/11/2012,3/17/2012,3,11,11,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120318,Normal,3/18/2012,2012,1/1/2012,12/31/2012,1,18,78,78,Sunday,Sun,2012078,N,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120319,Normal,3/19/2012,2012,1/1/2012,12/31/2012,2,19,79,79,Monday,Mon,2012079,Y,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120320,Normal,3/20/2012,2012,1/1/2012,12/31/2012,3,20,80,80,Tuesday,Tue,2012080,Y,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120321,Normal,3/21/2012,2012,1/1/2012,12/31/2012,4,21,81,81,Wednesday,Wed,2012081,Y,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120322,Normal,3/22/2012,2012,1/1/2012,12/31/2012,5,22,82,82,Thursday,Thu,2012082,Y,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120323,Normal,3/23/2012,2012,1/1/2012,12/31/2012,6,23,83,83,Friday,Fri,2012083,Y,N,Not a Holiday,N,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120324,Normal,3/24/2012,2012,1/1/2012,12/31/2012,7,24,84,84,Saturday,Sat,2012084,N,N,Not a Holiday,Y,N,N,N,3/18/2012,3/24/2012,3/18/2012,3/24/2012,3/18/2012,3/24/2012,4,12,12,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120325,Normal,3/25/2012,2012,1/1/2012,12/31/2012,1,25,85,85,Sunday,Sun,2012085,N,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120326,Normal,3/26/2012,2012,1/1/2012,12/31/2012,2,26,86,86,Monday,Mon,2012086,Y,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120327,Normal,3/27/2012,2012,1/1/2012,12/31/2012,3,27,87,87,Tuesday,Tue,2012087,Y,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120328,Normal,3/28/2012,2012,1/1/2012,12/31/2012,4,28,88,88,Wednesday,Wed,2012088,Y,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120329,Normal,3/29/2012,2012,1/1/2012,12/31/2012,5,29,89,89,Thursday,Thu,2012089,Y,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120330,Normal,3/30/2012,2012,1/1/2012,12/31/2012,6,30,90,90,Friday,Fri,2012090,Y,N,Not a Holiday,N,N,N,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120331,Normal,3/31/2012,2012,1/1/2012,12/31/2012,7,31,91,91,Saturday,Sat,2012091,N,N,Not a Holiday,Y,Y,Y,N,3/25/2012,3/31/2012,3/25/2012,3/31/2012,3/25/2012,3/31/2012,5,13,13,March,Mar,3/1/2012,3/31/2012,3,2012/03,1,1/1/2012,3/31/2012,2012Q1,Q1,6,2,2012,201206,2012Q2
20120401,Normal,4/1/2012,2012,1/1/2012,12/31/2012,1,1,1,92,Sunday,Sun,2012092,N,N,Not a Holiday,N,N,N,N,4/1/2012,4/7/2012,4/1/2012,4/7/2012,4/1/2012,4/7/2012,1,1,14,April,Apr,4/1/2012,4/30/2012,4,2012/04,2,4/1/2012,6/30/2012,2012Q2,Q2,7,3,2012,201207,2012Q3
