client_id,outcome,confidence,review_status
C00002069,Good,0.87,Review Not Required
C00002070,Good,0.93,Review Not Required
C00002071,Bad,0.93,Review Not Required
C00002072,Bad,0.96,Review Not Required
C00002073,Good,0.86,Review Not Required
C00002074,Bad,0.85,Review Not Required
C00002075,Bad,0.95,Review Not Required
C00002076,Good,0.74,Review Required
C00002077,Good,0.87,Review Not Required
C00002078,Bad,0.84,Review Not Required
C00002079,Bad,0.81,Review Not Required
C00002080,Bad,0.8,Review Not Required
C00002081,Good,0.83,Review Not Required
C00002082,Good,0.85,Review Not Required
C00002083,Good,0.78,Review Required
C00002084,Bad,0.94,Review Not Required
C00002085,Good,0.9,Review Not Required
C00002086,Bad,0.93,Review Not Required
C00002087,Bad,0.74,Review Required
C00002088,Good,0.93,Review Not Required
C00002089,Good,0.97,Review Not Required
C00002090,Good,0.82,Review Not Required
C00002091,Bad,0.94,Review Not Required
C00002092,Good,0.76,Review Required
C00002093,Good,0.81,Review Not Required
C00002094,Bad,0.94,Review Not Required
C00002095,Good,0.91,Review Not Required
C00002096,Bad,0.93,Review Not Required
C00002097,Bad,0.82,Review Not Required
C00002098,Bad,0.84,Review Not Required
C00002099,Bad,0.93,Review Not Required
C00002100,Bad,0.89,Review Not Required
C00002101,Good,0.86,Review Not Required
C00002102,Good,0.77,Review Required
C00002103,Good,0.89,Review Not Required
C00002104,Good,0.85,Review Not Required
C00002105,Bad,0.87,Review Not Required
C00002106,Good,0.97,Review Not Required
C00002107,Good,1,Review Not Required
C00002108,Good,0.85,Review Not Required
C00002109,Bad,0.89,Review Not Required
C00002110,Good,0.87,Review Not Required
C00002111,Bad,0.98,Review Not Required
C00002112,Good,0.9,Review Not Required
C00002113,Bad,0.74,Review Required
C00002114,Good,0.92,Review Not Required
C00002115,Bad,0.92,Review Not Required
C00002116,Bad,0.8,Review Not Required
C00002117,Bad,0.8,Review Not Required
C00002118,Good,0.98,Review Not Required
C00002119,Good,0.97,Review Not Required
C00002121,Bad,1,Review Not Required
C00002122,Bad,0.81,Review Not Required
C00002123,Good,0.81,Review Not Required
C00002124,Good,0.84,Review Not Required
C00002125,Bad,0.83,Review Not Required
C00002126,Good,0.9,Review Not Required
C00002128,Bad,0.93,Review Not Required
C00002129,Good,0.86,Review Not Required
C00002130,Good,0.93,Review Not Required
C00002131,Good,0.73,Review Required
C00002132,Bad,0.94,Review Not Required
C00002133,Good,0.74,Review Required
C00002134,Good,0.85,Review Not Required
C00002135,Good,0.93,Review Not Required
C00002136,Good,0.89,Review Not Required
C00002137,Bad,0.89,Review Not Required
C00002138,Bad,0.85,Review Not Required
C00002139,Good,0.93,Review Not Required
C00002140,Bad,0.87,Review Not Required
C00002141,Good,0.87,Review Not Required
C00002142,Good,0.82,Review Not Required
C00002143,Good,0.94,Review Not Required
C00002144,Bad,0.98,Review Not Required
C00002145,Good,0.93,Review Not Required
C00002146,Good,0.93,Review Not Required
C00002147,Good,0.86,Review Not Required
C00002148,Bad,0.85,Review Not Required
C00002149,Good,0.81,Review Not Required
C00002150,Bad,0.98,Review Not Required
C00002151,Good,0.93,Review Not Required
C00002152,Bad,0.92,Review Not Required
C00002153,Good,0.91,Review Not Required
C00002154,Good,1,Review Not Required
C00002155,Bad,0.77,Review Required
C00002156,Bad,0.74,Review Required
C00002157,Good,0.87,Review Not Required
C00002158,Good,0.87,Review Not Required
C00002159,Good,0.95,Review Not Required
C00002160,Good,0.8,Review Not Required
C00002161,Bad,0.88,Review Not Required
C00002162,Bad,0.87,Review Not Required
C00002163,Good,0.83,Review Not Required
C00002164,Good,0.85,Review Not Required
C00002165,Good,0.81,Review Not Required
C00002166,Good,0.86,Review Not Required
C00002167,Bad,0.8,Review Not Required
C00002168,Good,0.73,Review Required
C00002169,Bad,0.76,Review Required
C00002170,Good,0.78,Review Required
C00002171,Good,0.96,Review Not Required
C00002172,Good,0.99,Review Not Required
C00002173,Good,0.92,Review Not Required
C00002174,Good,0.88,Review Not Required
C00002175,Good,0.8,Review Not Required
C00002176,Good,0.88,Review Not Required
C00002177,Good,0.82,Review Not Required
C00002178,Bad,0.89,Review Not Required
C00002179,Good,0.87,Review Not Required
C00002180,Good,0.84,Review Not Required
C00002181,Bad,0.93,Review Not Required
C00002182,Bad,0.9,Review Not Required
C00002183,Good,0.86,Review Not Required
C00002184,Good,0.84,Review Not Required
C00002185,Good,0.96,Review Not Required
C00002186,Good,0.88,Review Not Required
C00002187,Bad,0.9,Review Not Required
C00002188,Good,0.87,Review Not Required
C00002189,Good,0.79,Review Required
C00002190,Bad,0.88,Review Not Required
C00002191,Bad,0.87,Review Not Required
C00002192,Good,0.8,Review Not Required
C00002193,Good,0.86,Review Not Required
C00002194,Bad,0.81,Review Not Required
C00002195,Good,0.81,Review Not Required
C00002196,Good,0.91,Review Not Required
C00002197,Bad,0.83,Review Not Required
C00002198,Bad,0.95,Review Not Required
C00002199,Bad,0.93,Review Not Required
C00002200,Good,0.84,Review Not Required
C00002201,Bad,0.83,Review Not Required
C00002202,Bad,0.8,Review Not Required
C00002203,Good,0.83,Review Not Required
C00002204,Bad,0.87,Review Not Required
C00002205,Good,0.93,Review Not Required
C00002206,Bad,0.91,Review Not Required
C00002207,Good,0.76,Review Required
C00002208,Bad,0.83,Review Not Required
C00002209,Bad,0.81,Review Not Required
C00002210,Good,0.9,Review Not Required
C00002211,Bad,0.87,Review Not Required
C00002212,Bad,0.82,Review Not Required
C00002213,Bad,0.94,Review Not Required
C00002214,Good,0.88,Review Not Required
C00002215,Bad,0.81,Review Not Required
C00002216,Bad,0.83,Review Not Required
C00002217,Good,0.87,Review Not Required
C00002218,Good,0.79,Review Required
C00002219,Bad,0.8,Review Not Required
C00002220,Bad,0.86,Review Not Required
C00002221,Good,0.88,Review Not Required
C00002222,Bad,0.93,Review Not Required
C00002223,Bad,0.95,Review Not Required
C00002224,Good,0.78,Review Required
C00002225,Bad,0.82,Review Not Required
C00002226,Good,0.81,Review Not Required
C00002227,Good,0.94,Review Not Required
C00002228,Good,0.78,Review Required
C00002229,Bad,0.87,Review Not Required
C00002230,Bad,0.99,Review Not Required
C00002231,Bad,0.8,Review Not Required
C00002232,Bad,0.99,Review Not Required
C00002233,Bad,0.91,Review Not Required
C00002235,Bad,0.81,Review Not Required
C00002236,Bad,1,Review Not Required
C00002237,Good,0.88,Review Not Required
C00002238,Bad,0.9,Review Not Required
C00002239,Bad,0.94,Review Not Required
C00002240,Bad,0.87,Review Not Required
C00002241,Bad,0.76,Review Required
C00002242,Bad,0.9,Review Not Required
C00002243,Good,0.96,Review Not Required
C00002246,Bad,0.89,Review Not Required
C00002247,Bad,0.86,Review Not Required
C00002248,Bad,0.84,Review Not Required
C00002249,Bad,0.89,Review Not Required
C00002250,Bad,0.81,Review Not Required
C00002251,Bad,0.86,Review Not Required
C00002252,Good,0.8,Review Not Required
C00002253,Good,0.74,Review Required
C00002254,Bad,0.92,Review Not Required
C00002255,Bad,0.79,Review Required
C00002256,Good,0.81,Review Not Required
C00002257,Good,0.87,Review Not Required
C00002258,Bad,0.98,Review Not Required
C00002259,Bad,0.96,Review Not Required
C00002260,Bad,0.96,Review Not Required
C00002261,Bad,1,Review Not Required
C00002263,Bad,0.85,Review Not Required
C00002264,Bad,0.87,Review Not Required
C00002265,Bad,0.77,Review Required
C00002266,Good,0.81,Review Not Required
C00002267,Bad,0.99,Review Not Required
C00002268,Good,0.91,Review Not Required
C00002269,Bad,0.8,Review Not Required
C00002270,Bad,0.82,Review Not Required
C00002271,Bad,0.82,Review Not Required
C00002274,Bad,0.8,Review Not Required
C00002275,Bad,0.9,Review Not Required
C00002276,Good,0.85,Review Not Required
C00002277,Good,0.92,Review Not Required
C00002278,Good,0.75,Review Required
C00002279,Bad,0.87,Review Not Required
C00002280,Bad,0.91,Review Not Required
C00002281,Bad,0.99,Review Not Required
C00002282,Bad,0.82,Review Not Required
C00002283,Good,0.93,Review Not Required
C00002286,Bad,0.91,Review Not Required
C00002287,Good,0.75,Review Required
C00002288,Bad,0.81,Review Not Required
C00002289,Good,0.8,Review Not Required
C00002290,Good,0.9,Review Not Required
C00002291,Good,0.74,Review Required
C00002292,Good,0.9,Review Not Required
C00002293,Bad,0.96,Review Not Required
C00002294,Good,0.73,Review Required
C00002295,Good,0.96,Review Not Required
C00002296,Bad,0.93,Review Not Required
C00002297,Bad,0.92,Review Not Required
C00002298,Bad,0.83,Review Not Required
C00002299,Good,0.91,Review Not Required
C00002300,Good,0.92,Review Not Required
C00002301,Bad,0.75,Review Required
C00002302,Good,0.93,Review Not Required
C00002303,Bad,0.75,Review Required
C00002304,Bad,0.77,Review Required
C00002305,Good,0.9,Review Not Required
C00002306,Good,0.79,Review Required
C00002307,Bad,0.72,Review Required
C00002308,Bad,0.97,Review Not Required
C00002309,Good,0.96,Review Not Required
C00002310,Bad,0.93,Review Not Required
C00002311,Good,0.84,Review Not Required
C00002312,Good,0.84,Review Not Required
C00002313,Good,0.88,Review Not Required
C00002314,Good,0.87,Review Not Required
C00002315,Bad,0.89,Review Not Required
C00002316,Good,0.98,Review Not Required
C00002317,Bad,0.81,Review Not Required
C00002318,Bad,0.91,Review Not Required
C00002319,Bad,0.88,Review Not Required
C00002320,Bad,0.95,Review Not Required
C00002321,Bad,0.85,Review Not Required
C00002322,Good,0.86,Review Not Required
C00002323,Bad,0.86,Review Not Required
C00002324,Bad,0.91,Review Not Required
C00002325,Good,0.88,Review Not Required
C00002326,Bad,1,Review Not Required
C00002327,Bad,0.87,Review Not Required
C00002328,Good,0.94,Review Not Required
C00002329,Bad,0.89,Review Not Required
C00002330,Bad,0.83,Review Not Required
C00002331,Good,0.81,Review Not Required
C00002332,Bad,0.89,Review Not Required
C00002333,Bad,0.88,Review Not Required
C00002335,Good,0.83,Review Not Required
C00002336,Bad,0.81,Review Not Required
C00002337,Bad,0.93,Review Not Required
C00002338,Bad,0.82,Review Not Required
C00002339,Good,0.86,Review Not Required
C00002340,Bad,0.97,Review Not Required
C00002341,Bad,0.93,Review Not Required
C00002342,Bad,1,Review Not Required
C00002343,Good,0.88,Review Not Required
C00002344,Bad,0.84,Review Not Required
C00002345,Bad,0.74,Review Required
C00002346,Bad,0.92,Review Not Required
C00002347,Good,0.97,Review Not Required
C00002348,Good,0.83,Review Not Required
C00002349,Bad,0.89,Review Not Required
C00002350,Good,0.84,Review Not Required
C00002351,Bad,0.91,Review Not Required
C00002352,Good,0.79,Review Required
C00002353,Good,0.82,Review Not Required
C00002354,Bad,0.85,Review Not Required
C00002355,Bad,0.86,Review Not Required
C00002356,Bad,0.73,Review Required
C00002357,Good,0.85,Review Not Required
C00002358,Bad,0.78,Review Required
C00002359,Bad,0.91,Review Not Required
C00002361,Bad,0.87,Review Not Required
C00002362,Bad,0.8,Review Not Required
C00002363,Good,0.74,Review Required
C00002364,Bad,0.83,Review Not Required
C00002365,Good,0.96,Review Not Required
C00002366,Bad,1,Review Not Required
C00002367,Good,0.81,Review Not Required
C00002368,Good,0.87,Review Not Required
C00002369,Bad,0.8,Review Not Required
C00002370,Bad,0.86,Review Not Required
C00002371,Bad,0.73,Review Required
C00002372,Bad,0.95,Review Not Required
C00002373,Good,0.87,Review Not Required
C00002374,Good,0.89,Review Not Required
C00002375,Bad,0.75,Review Required
C00002376,Bad,0.93,Review Not Required
C00002377,Bad,0.92,Review Not Required
C00002378,Bad,0.94,Review Not Required
C00002379,Bad,0.86,Review Not Required
C00002380,Bad,0.72,Review Required
C00002381,Bad,0.9,Review Not Required
C00002382,Good,0.79,Review Required
C00002383,Bad,0.9,Review Not Required
C00002384,Good,0.81,Review Not Required
C00002385,Good,0.87,Review Not Required
C00002386,Good,0.82,Review Not Required
C00002387,Good,0.73,Review Required
C00002388,Good,0.85,Review Not Required
C00002389,Bad,0.96,Review Not Required
C00002390,Bad,0.91,Review Not Required
C00002391,Bad,0.82,Review Not Required
C00002392,Good,0.96,Review Not Required
C00002393,Good,0.84,Review Not Required
C00002394,Bad,0.9,Review Not Required
C00002395,Bad,0.92,Review Not Required
C00002396,Good,0.88,Review Not Required
C00002397,Bad,0.88,Review Not Required
C00002398,Good,0.87,Review Not Required
C00002399,Good,0.85,Review Not Required
C00002400,Good,0.91,Review Not Required
C00002401,Good,0.72,Review Required
C00002402,Good,0.84,Review Not Required
C00002403,Good,0.99,Review Not Required
C00002404,Bad,0.99,Review Not Required
C00002405,Good,0.87,Review Not Required
C00002406,Good,0.87,Review Not Required
C00002407,Good,0.92,Review Not Required
C00002408,Good,0.94,Review Not Required
C00002409,Good,0.95,Review Not Required
C00002410,Good,0.88,Review Not Required
C00002411,Bad,0.84,Review Not Required
C00002412,Bad,0.91,Review Not Required
C00002413,Bad,0.94,Review Not Required
C00002414,Bad,0.84,Review Not Required
C00002415,Bad,0.72,Review Required
C00002416,Bad,1,Review Not Required
C00002417,Bad,0.94,Review Not Required
C00002418,Good,0.88,Review Not Required
C00002419,Good,0.89,Review Not Required
C00002420,Good,0.89,Review Not Required
C00002421,Bad,0.95,Review Not Required
C00002422,Bad,0.81,Review Not Required
C00002423,Bad,0.94,Review Not Required
C00002424,Good,0.82,Review Not Required
C00002425,Good,1,Review Not Required
C00002426,Bad,0.95,Review Not Required
C00002427,Good,0.86,Review Not Required
C00002428,Good,0.87,Review Not Required
C00002429,Good,0.74,Review Required
C00002430,Bad,0.87,Review Not Required
C00002431,Good,0.95,Review Not Required
C00002432,Good,0.99,Review Not Required
C00002433,Good,0.95,Review Not Required
C00002434,Bad,0.83,Review Not Required
C00002435,Bad,0.93,Review Not Required
C00002436,Bad,0.75,Review Required
C00002437,Good,0.81,Review Not Required
C00002438,Bad,1,Review Not Required
C00002439,Good,0.94,Review Not Required
C00002440,Good,0.96,Review Not Required
C00002441,Bad,0.95,Review Not Required
C00002442,Good,0.82,Review Not Required
C00002443,Bad,0.76,Review Required
C00002444,Good,0.94,Review Not Required
C00002445,Bad,0.8,Review Not Required
C00002447,Good,0.81,Review Not Required
C00002448,Good,0.93,Review Not Required
C00002449,Bad,0.92,Review Not Required
C00002450,Good,0.84,Review Not Required
C00002451,Bad,0.97,Review Not Required
C00002452,Good,0.91,Review Not Required
C00002453,Good,0.93,Review Not Required
C00002454,Bad,0.85,Review Not Required
C00002455,Good,0.93,Review Not Required
C00002456,Good,0.85,Review Not Required
C00002457,Bad,0.99,Review Not Required
C00002458,Bad,0.95,Review Not Required
C00002459,Good,0.94,Review Not Required
C00002460,Good,0.9,Review Not Required
C00002461,Bad,0.93,Review Not Required
C00002462,Bad,0.91,Review Not Required
C00002463,Bad,0.9,Review Not Required
C00002464,Bad,0.95,Review Not Required
C00002465,Good,0.95,Review Not Required
C00002467,Bad,0.73,Review Required
C00002468,Bad,0.75,Review Required
C00002469,Bad,0.87,Review Not Required
C00002470,Bad,0.9,Review Not Required
C00002471,Good,0.77,Review Required
C00002472,Bad,0.98,Review Not Required
C00002473,Bad,0.87,Review Not Required
C00002474,Bad,0.92,Review Not Required
C00002475,Bad,0.89,Review Not Required
C00002476,Good,0.9,Review Not Required
C00002477,Good,0.75,Review Required
C00002478,Bad,0.84,Review Not Required
C00002479,Bad,0.91,Review Not Required
C00002480,Good,0.88,Review Not Required
C00002481,Good,0.86,Review Not Required
C00002482,Bad,0.88,Review Not Required
C00002483,Good,0.93,Review Not Required
C00002484,Good,0.73,Review Required
C00002485,Good,0.91,Review Not Required
C00002486,Good,0.85,Review Not Required
C00002487,Good,0.8,Review Not Required
C00002488,Bad,0.88,Review Not Required
C00002489,Good,0.77,Review Required
C00002490,Bad,0.82,Review Not Required
C00002491,Good,0.81,Review Not Required
C00002492,Bad,0.9,Review Not Required
C00002493,Bad,0.97,Review Not Required
C00002494,Bad,0.74,Review Required
C00002495,Bad,0.85,Review Not Required
C00002496,Bad,0.83,Review Not Required
C00002497,Bad,0.76,Review Required
C00002498,Good,0.98,Review Not Required
C00002499,Bad,0.89,Review Not Required
C00002500,Good,0.85,Review Not Required
C00002501,Bad,0.95,Review Not Required
C00002502,Bad,0.74,Review Required
C00002503,Bad,0.93,Review Not Required
C00002504,Good,0.77,Review Required
C00002505,Good,0.93,Review Not Required
C00002506,Bad,0.92,Review Not Required
C00002507,Good,0.89,Review Not Required
C00002508,Bad,0.84,Review Not Required
C00002509,Bad,0.82,Review Not Required
C00002510,Good,0.89,Review Not Required
C00002511,Bad,0.72,Review Required
C00002512,Good,0.88,Review Not Required
C00002513,Good,0.73,Review Required
C00002514,Good,0.86,Review Not Required
C00002515,Good,0.84,Review Not Required
C00002516,Good,0.94,Review Not Required
